,feature_1,feature_2,feature_3,feature_4,feature_5
4932,Obama Lebanon Policy: Dangerous and Half-Hearted | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14932
4933,Hillary Clinton’s Emails: Lawyers without Security Clearance Got Classified Information? | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14933
4934,"Antonin Scalia: Faith & Law, Always Loyal to the Truth | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14934
4935,Donald Trump’s Celebrity Campaign: Consequences Extend Beyond 2016 | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14935
4936,Talk Radio Hosts Less Pro-Trump Than Audiences | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14936
4937,Hillary Clinton & WikiLeaks: Pay-for-Play Revelations Justify Stolen Emails | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14937
4938,Voting -- Celebrity Messages Cover for Hillary Clinton Support | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14938
4939,Donald Trump’s “Contract with the American Voter” Gettysburg Address | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14939
4940,Tufts University’s Greek Students Warned: Avoid Offensive Halloween Costumes or Face Investigation | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14940
4941,WikiLeaks: John Podesta Silenced Climate-Change Dissent | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14941
4942,WikiLeaks -- Hillary Clinton & Barack Obama Emails: More Evidence the President Lied | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14942
4943,Congressional Elections: Checking the Power of the President Matters Most | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14943
4944,"Evan McMullin, President? Possibility Is Small, but It Exists | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14944
4945,Barack Obama: 2016’s Biggest Winner | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14945
4946,"Hillary Clinton: Nasty, Corrupt, Evil, Crooked, Ruthless | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14946
4947,"Democratic Hypocrisy, Never Trump Sanctimony | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14947
4948,Hillary Clinton & Donald Trump Creating Change in Their Parties | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14948
4949,Republican Party After Donald Trump: Some Questions to Ask Before Rebuilding | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14949
4950,Obama & Israel -- United Nations Could Be the Site of His Final Act to Undermine It | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14950
4951,WikiLeaks -- Clinton Foundation Emails from Clinton Aides Reveal Corruption | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14951
4952,Donald Trump’s Evangelical Age Gap | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14952
4953,Clinton Foundation Scandal: WikiLeaks Would Discredit Hillary's Presidency | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14953
4954,"Obamacare Is Sick, but Not Dying | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14954
4955,FBI: Hillary Clinton Email Server Investigation Reopened over New Emails | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14955
4956,"Clinton Inc. Scandal: Money for Access, Charity Afterthought | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14956
4957,Trump Republican Dilemma: GOP Must Unite & Fight Progressivism | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14957
4958,E-Mail Leaks and the FBI October Surprise Do Not Bode Well for Hillary Clinton | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14958
4959,Obamacare Failure – Liberals Won’t Admit It | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14959
4960,Hillary Clinton’s Administration: Judges & Cabinet Appointees Would Inflict Damage on America | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14960
4961,Baseball & History -- America’s National Pastime Is a Game for the Ages | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14961
4962,"Major League Baseball -- Black Players, Fathers & the Possible Link between Them | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14962
4963,"A Couple of Givers: Bruce & Suzie Kovner, Part V | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14963
4964,"Hungarian Revolution, 1956 -- Russia Smears the Memory of the Heroes | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14964
4965,Trump Supporters’ ‘Armed Revolution’ Overhyped by Left-Wing Media | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14965
4966,"Donald Trump Behind Republicans Running for Congress, Voters Split Tickets | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14966
4967,Washington D.C.’s Assisted Suicide Legislation: Bad for the Poor | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14967
4968,"Inferno: Tom Hanks Movie for Jaded, Semi-literate Viewers | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14968
4969,"Obama, Philippines & China: Duterte Disses the U.S. | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14969
4970,Dictators Dominate United Nations Human Rights Council | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14970
4971,Fetal-Protection Laws Protect Women against Coerced Abortion | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14971
4972,"Donald Trump’s Campaign: He’s in It for Himself, Not for the GOP | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14972
4973,Barbara Comstock: Virginia Congresswoman & New Face of Republican Party | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14973
4974,Hillary Clinton's Corruption: FBI Investigation Likely Won't Keep Her from Presidency | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14974
4975,Hillary Clinton Corruption: Foundation Was the Key | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14975
4976,Kelly Ayotte’s New Hampshire Senate Race -- Independents Could Decide | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14976
4977,Clarence Thomas’s Legal Principles & Conservative Ideas Benefit America | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14977
4978,Clarence Thomas’s Accuser Moira Smith Is Not Credible | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14978
4979,Barack Obama’s Cyber-Security Negligence | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14979
4980,"Voter Demographics Diversifying, Republicans Falling Behind | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14980
4981,"FBI Email Scandal: Hillary Clinton’s Fault, Not James Comey’s | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14981
4982,"Hillary Clinton and Richard Nixon: Cover-ups, Lying, Enemies List | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14982
4983,"Cliven Bundy, Jim Comey, Political Prosecutions. Voters Must Decide. | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14983
4984,Hillary Clinton Email Scandal: The Clintons Haven’t Changed a Bit | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14984
4985,Evan McMullin's Utah Longshot | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14985
4986,"Hillary Clinton, Donald Trump: Two Bad Choices. Follow Better Way | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14986
4987,"Kevin Kane, Good Citizen, Free Market Hero | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14987
4988,Hillary Clinton Email Scandal: Democratic Elites Enabled this Corruption | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14988
4989,College Student: 'Y'all' Is 'Cultural Appropriation’ If You're Not from the South | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14989
4990,Clinton Foundation FBI Investigation: Loretta Lynch's Obstruction | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14990
4991,"Hillary & Bill Clinton: Greed, Corruption, Power, Cynicism, Endlessly | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,14991
4992,Paul Krugman’s Hypocrisy Is Boundless | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14992
4993,SPLC Anti-Muslim Extremists List Includes Scholars & Reformist Muslims | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14993
4994,Hillary Clinton Email Scandal -- FBI Director Comey Didn't Create This Mess | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14994
4995,Hillary Clinton & Donald Trump: Campaign 2016 & the Sleaze Sweepstakes | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14995
4996,Hillary Clinton Scandals Helping Donald Trump Overcome Debate Defeats | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14996
4997,Hillary Clinton Terrible Role Model for Girls | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14997
4998,Kevin Yoder Reelection 2016: Kansas Governor Sam Brownback Hurts GOP Chances | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14998
4999,Hillary Clinton's Equal Pay Tweet Is Patronizing | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,14999
5000,Obama Pressures Colleges to Cancel Student Debts | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,15000
5001,NPR & Public Broadcasting -- Local Journalism & Reporting Key to Fighting “Media Bias” Charges | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,15001
5002,Thomas Sowell: Thoughts about the Political & Cultural Scene in 2016 | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,15002
5003,Faith & Reason: Society of Catholic Scientists Promotes Religion in Science | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,15003
5004,Conservatism & Cronyism -- Policy Solutions for the Right | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,15004
5005,Hillary Clinton Email Investigation: Anthony Weiner’s & Huma Abedin’s Laptop | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,15005
5006,Hillary Clinton’s Scandals Recall Richard Nixon’s Watergate Resignation | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,15006
5007,Mike Pence & 2016 Campaign: An Inside Look from the Trail | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,15007
5008,"Politics & Private Life: Peaceful Home, Private Property Are Revolutionary | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,15008
5009,Voter Suppression: This Is Not Selma. Stop Hysterics. | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,15009
5010,"Never Trump Republicans: Support Donald Trump, Finish Hillary Clinton | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,15010
5011,Chico State Athletic Program: Don’t Say Offensive Words Like ‘Coward’ and ‘Spaz’ | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,15011
5012,Evan Bayh & Todd Young: Indiana Senate Race Is Tied | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,15012
5013,Measure 23 -- South Dakota Initiative Makes Union Dues Compulsory | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,15013
5014,"Leftist Academia: Democrats Rule, Trend Is Increasing | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,15014
5015,Hillary Clinton’s White House & a National Day of Mourning | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,15015
5016,Hillary Clinton FBI Investigation: Protocol Complaints Are a Double Standard | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,15016
5017,"Nameplate Necklaces: White Girls, Beware Cultural Appropriation | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,15017
5018,Hillary Clinton’s Email Scandal: James Comey’s “Sexism”? | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,15018
5019,"Government Subsidy of Dairy Farmers Harms Consumers, Taxpayers | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,15019
5020,FBI Director James Comey: Hillary Clinton’s Scapegoat for Email Scandal | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,15020
5021,"Obamacare Disaster: Higher Premiums, Less Coverage, and No End in Sight | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,15021
5022,Hillary Clinton's Presidency Would Continue Obama's and Bill Clinton's Scandals | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,15022
5023,Donald Trump & Hillary Clinton – Campaign Ends | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,15023
5024,2016 Political Nightmare: American People Are the Solution | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,15024
5025,Hillary Clinton & Donald Trump: 2016’s Foreign Policy Implications | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,15025
5026,2016 Campaign: Republicans Pondering RNC’s Future Role | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,15026
5027,Thorton Law Firm's Democratic Donation Scheme -- Boston Globe Exposes Possible Campaign Finance Violations | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,15027
5028,Democrats & Election Fraud: Lightning-Strike Talking Point Is False | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,15028
5029,"Baseball, 2016 World Series: Game 7 Drama & the Absence of Clocks | National Review",Reg. Date: 1995-07-18,nationalreview.com,200,15029
5030,Marriage & Family: Love & Fidelity Network Conference Gathers 300 Students | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,15030
5031,New York Review of Books' Beach Boys Critique is Pretty on the Nose | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,15031
5032,Senate & Judicial Confirmations -- Executive Branch Does Not Have the Final Say | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,15032
5033,Harvard Soccer Team Scandal: Sexual Hedonism Wrecks Lives | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,15033
5034,Hillary Clinton Email Scandal & WikiLeaks: Democrats’ Hypocritical Outrage | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,15034
5035,Hillary Clinton FBI Investigation Causes Panic Inside Her Campaign | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,15035
5036,2016 Election – Not the Apocalypse | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,15036
5037,Republican & Democrat Parties' Future: Election 2016 Means Big Changes | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,15037
5038,Hillary Clinton FBI Investigation & Donald Trump Video Cast Doubt on Mass Early Voting | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,15038
5039,2016 Election -- Not End of World | National Review,Reg. Date: 1995-07-18,nationalreview.com,200,15039
